92.069, 105.206, 2.500, 200.770 False
92.080, 104.956, 2.500, 201.170 False
92.092, 104.707, 2.500, 201.570 False
92.103, 104.457, 2.500, 201.970 False
92.113, 104.207, 2.500, 202.370 False
92.124, 103.957, 2.500, 202.770 False
92.135, 103.707, 2.500, 203.170 False
92.145, 103.458, 2.500, 203.570 False
92.155, 103.208, 2.500, 203.970 False
92.165, 102.958, 2.500, 204.370 False
92.175, 102.708, 2.500, 204.770 False
92.185, 102.458, 2.500, 205.170 False
92.195, 102.209, 2.500, 205.570 False
92.204, 101.959, 2.500, 205.970 False
92.213, 101.709, 2.500, 206.370 False
92.222, 101.459, 2.500, 206.770 False
92.231, 101.209, 2.500, 207.170 False
92.240, 100.959, 2.500, 207.570 False
92.249, 100.709, 2.500, 207.970 False
92.257, 100.460, 2.500, 208.370 False
92.261, 100.210, 2.499, 208.770 False
92.268, 99.960, 2.500, 209.170 False
92.271, 99.710, 2.499, 209.570 False
92.281, 99.460, 2.499, 209.970 False
92.287, 99.210, 2.500, 210.370 False
92.291, 98.960, 2.500, 210.770 False
92.296, 98.710, 2.500, 211.170 False
92.302, 98.460, 2.501, 211.570 False
92.307, 98.210, 2.501, 211.970 False
92.312, 97.960, 2.501, 212.069 False
92.317, 97.712, 2.501, 212.469 False
92.322, 97.462, 2.501, 212.568 False
92.326, 97.214, 2.501, 212.968 False
92.331, 96.964, 2.500, 213.065 False
92.331, 96.720, 2.500, 213.465 False
92.334, 96.470, 2.500, 213.557 False
92.337, 96.241, 2.501, 213.957 False
92.340, 95.991, 2.501, 214.047 False
92.339, 95.766, 2.500, 214.447 False
92.341, 95.516, 2.500, 214.532 False
92.343, 95.304, 2.500, 214.932 False
92.345, 95.054, 2.500, 215.020 False
92.346, 94.833, 2.500, 215.420 False
92.348, 94.583, 2.500, 215.508 False
92.349, 94.364, 2.500, 215.908 False
92.350, 94.114, 2.500, 216.004 False
92.348, 93.874, 2.499, 216.404 False
92.348, 93.624, 2.500, 216.501 False
92.349, 93.381, 2.500, 216.901 False
92.349, 93.131, 2.500, 216.995 False
92.349, 92.897, 2.500, 217.395 False
92.349, 92.647, 2.500, 217.485 False
92.349, 92.422, 2.500, 217.885 False
92.349, 92.172, 2.500, 217.971 False
92.349, 91.958, 2.500, 218.371 False
92.349, 91.708, 2.500, 218.453 False
92.349, 91.504, 2.500, 218.853 False
92.349, 91.254, 2.500, 218.934 False
92.348, 91.052, 2.500, 219.334 False
92.348, 90.802, 2.499, 219.408 False
92.348, 90.616, 2.500, 219.808 False
92.347, 90.366, 2.500, 219.880 False
92.347, 90.187, 2.500, 220.280 False
92.346, 89.937, 2.500, 220.347 False
92.346, 89.769, 2.500, 220.747 False
92.346, 89.519, 2.500, 220.813 False
92.345, 89.355, 2.500, 221.213 False
92.345, 89.105, 2.500, 221.275 False
92.345, 88.951, 2.500, 221.675 False
92.345, 88.701, 2.500, 221.732 False
